experiment_id,episode,avg_eval_score,target_score
run_7,85,-194.51633653413978,250
run_7,90,-158.22169053210013,250
run_7,95,-143.58869730110632,250
run_7,100,-190.1196377782913,250
run_7,105,-189.31591899957454,250
run_7,110,-229.37556278400046,250
run_7,115,-292.93266232858053,250
run_7,120,-267.63747708567934,250
run_7,125,-173.63134125436446,250
run_7,130,-112.80613507967556,250
run_7,135,-133.71915702015127,250
run_7,140,-135.70897808230276,250
run_7,145,-239.10423935522675,250
run_7,150,-242.64199049474587,250
run_7,155,-223.872747601451,250
run_7,160,-122.69914631912391,250
run_7,165,-85.32882926826186,250
run_7,170,-85.70338920348009,250
run_7,175,-70.44792119201472,250
run_7,180,-66.3926296431432,250
run_7,185,-60.07522005631953,250
run_7,190,-19.319208264906624,250
run_7,195,-1.9808755493644548,250
run_7,200,-30.52083602368349,250
run_7,205,-17.671537177429045,250
run_7,210,58.046430179701375,250
run_7,215,-16.822357201399917,250
run_7,220,39.47720010071104,250
run_7,225,32.97343012468313,250
run_7,230,193.12484828403572,250
run_7,235,175.4636066993283,250
run_7,240,165.70845560393334,250
run_7,245,206.16751063338842,250
run_7,250,126.2386809015998,250
run_7,255,166.1667504063268,250
run_7,260,225.1930918636794,250
run_7,265,121.49292128258703,250
run_7,270,187.8854204919175,250
run_7,275,232.47410486581717,250
run_7,280,206.43900759475932,250
run_7,285,237.63600070872417,250
run_7,290,180.05356635586128,250
run_7,295,196.8056567423775,250
run_7,300,234.96803203867793,250
run_7,305,212.53260822341457,250
run_7,310,204.55461635192495,250
run_7,315,220.54372710448348,250
run_7,320,193.62912115387587,250
run_7,325,246.97727166219138,250
run_7,330,257.8759694800268,250
run_8,5,-858.5203555133994,250
run_8,10,-720.4450454284358,250
run_8,15,-1938.9873103408117,250
run_8,20,-2023.884738319668,250
run_8,25,-1943.472865361879,250
run_8,30,-234.62463930375057,250
run_8,35,-679.5322752218937,250
run_8,40,-342.36376067746914,250
run_8,45,-242.50292145591547,250
run_8,50,-172.23694691729918,250
run_8,55,-200.43683574695132,250
run_8,60,-144.8640665191778,250
run_8,65,-184.69842377290857,250
run_8,70,-159.04917020594965,250
run_8,75,-176.05325186625765,250
run_8,80,-180.5286421044334,250
run_8,85,-180.49977092780455,250
run_8,90,-184.88071901254298,250
run_8,95,-148.9075184682219,250
run_8,100,-151.94290776787528,250
run_8,105,-129.73280911603612,250
run_8,110,-113.0440619449544,250
run_8,115,-120.14101342930344,250
run_8,120,-122.27266020891336,250
run_8,125,-105.85510392323833,250
run_8,130,-120.37780910308796,250
run_8,135,-92.12897635239139,250
run_8,140,-120.35803584901817,250
run_8,145,-152.85236870943726,250
run_8,150,-63.58720857041558,250
run_8,155,-57.82600840793575,250
run_8,160,-37.15855501480936,250
run_8,165,-41.59760915172145,250
run_8,170,-25.94461117665967,250
run_8,175,-19.312022407575146,250
run_8,180,-23.68861823088664,250
run_8,185,-34.39365094870308,250
run_8,190,-54.953747127409216,250
run_8,195,-62.135213657597525,250
run_8,200,-26.930954060046776,250
run_8,205,-23.772138230051798,250
run_8,210,3.1361603292708864,250
run_8,215,67.65530437681667,250
run_8,220,44.03212230056634,250
run_8,225,161.12918377934133,250
run_8,230,90.39937660723335,250
run_8,235,188.9295111800645,250
run_8,240,217.55994198308562,250
run_8,245,196.5257486507349,250
run_8,250,90.77659619549605,250
run_8,255,182.6711753715943,250
run_8,260,169.14959481849286,250
run_8,265,120.68227809261195,250
run_8,270,127.25690921061657,250
run_8,275,236.45708467296254,250
run_8,280,111.55960480055012,250
run_8,285,237.9526300064223,250
run_8,290,151.82084734685571,250
run_8,295,264.89160117432004,250
run_9,5,-697.5656589815455,250
run_9,10,-849.5063995411253,250
run_9,15,-679.831739153465,250
run_9,20,-483.7035898252235,250
run_9,25,-344.9194329701549,250
run_9,30,-1257.2109414053125,250
run_9,35,-369.44922991211513,250
run_9,40,-366.1810130162477,250
run_9,45,-159.81109243238362,250
run_9,50,-172.3335678240208,250
run_9,55,-112.24053747462551,250
run_9,60,-399.8147964505281,250
run_9,65,-124.4426283871388,250
run_9,70,-152.296326299268,250
run_9,75,-131.07907204555596,250
run_9,80,-90.10394416160281,250
run_9,85,-234.96097759558512,250
run_9,90,-186.64864303005206,250
run_9,95,-120.29939358144335,250
run_9,100,-103.63886885346042,250
run_9,105,-117.44454118654603,250
run_9,110,-154.36643854612265,250
run_9,115,-140.2566235969863,250
run_9,120,-123.3410947375751,250
run_9,125,-145.49239566552075,250
run_9,130,-118.30443575004665,250
run_9,135,-110.58065353087395,250
run_9,140,-118.75454320392282,250
run_9,145,-87.34330917130588,250
run_9,150,-96.94995270509058,250
run_9,155,-132.14912894540788,250
run_9,160,-130.8316301041808,250
run_9,165,-62.27306312448468,250
run_9,170,-64.72634665255111,250
run_9,175,-44.42051658766758,250
run_9,180,-4.337649119500672,250
run_9,185,-5.073173386653798,250
run_9,190,-13.752922625978206,250
run_9,195,-28.782012860828843,250
run_9,200,-47.07663533852398,250
run_9,205,-38.24865137181867,250
run_9,210,-36.17956975992323,250
run_9,215,113.08636950704438,250
run_9,220,-48.69250908995652,250
run_9,225,213.57899206520756,250
run_9,230,69.68907494082515,250
run_9,235,146.09443415199053,250
run_9,240,170.7217645624979,250
run_9,245,58.15134590801257,250
run_9,250,164.597379091676,250
run_9,255,215.19992342196252,250
run_9,260,-94.91671986092123,250
run_9,265,107.67318686115655,250
run_9,270,-18.311730436946654,250
run_9,275,-319.6025028199595,250
run_9,280,202.53558968269482,250
run_9,285,-63.63947817124023,250
run_9,290,-215.41392408078178,250
run_9,295,31.91181455153826,250
run_9,300,-5.882309171247732,250
run_9,305,177.1162967636625,250
run_9,310,137.63390207165745,250
run_9,315,232.29173199393063,250
run_9,320,131.354677904485,250
run_9,325,236.1971651336696,250
run_9,330,214.0121701072498,250
run_9,335,257.03093040675435,250
